Division,District,Upazila,Area (km²),Population,Pop. Density (/km²),Urban Pop. %,Main Economic Activity,Literacy Rate (%),Primary Schools,Secondary Schools,Colleges/Univ.,Madrasas,Net Enrolment Rate (%),District Hospitals,Upazila Health Complexes,Community Clinics,Registered Doctors,Nurses/Midwives,Immunisation Coverage (%),MMR (per 100k live births),Paved Road (% of total),Total Road Length (km),Electricity Access (%),Internet Penetration (%),Mobile Coverage (%),Bank Branches,Weekly Markets (Haats),Cultivable Land (%),Irrigated Land (%),Rice,Jute,Wheat,Vegetables,Fisheries,Tea,Agri Households (%),Safe Water Access (%),Improved Sanitation (%),Arsenic Risk Level,Surface Water Dependency,Water Treatment Plants,Open Defecation (%),Flood Risk,Cyclone Risk,Drought Risk,Riverbank Erosion,Climate Vulnerability,Disaster Mgmt (UDMCs),Cyclone Shelters,No. of Unions,Pourashava (Municipality),Pourashava Wards,Parliamentary Constituency,Land Registration Offices,Police Stations/Outposts,Poverty Rate (%),HDI Index,Remittance Dependency,NGO Presence (count),Microfinance Institutions,Food Security Level,Labour Force (est.),Unemployment Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),RMG Presence,Informal Economy (%),Child Labour (%),Overseas Migration,Sex Ratio (F per 100M),Child Marriage Rate (%),Women's Education (%),Female Labour Force (%),Women in Local Govt (%),Skilled Birth Attendance (%),Girls in School (%),GBV Support Centre,Highway Length (km),Railway Station,River/Launch Port,Ferry Service,Airport/Airstrip,Bus Terminal,Major Bridges,Key River(s),Nearest Seaport,Avg. Household Size,Pucca Housing (%),Semi-Pucca Housing (%),Kutcha Housing (%),Overcrowding (%),TV Ownership (%),Mobile Phone Ownership (%),Primary Cooking Fuel,Avg. Rooms per HH,Muslim (%),Hindu (%),Buddhist (%),Christian & Other (%),Ethnic/Indigenous Groups,Primary Language(s),Smartphone Users (%),Mobile Financial Services (%),E-Commerce Activity,Digital Service Centres,Internet Cafes,Online Banking Users (%),Registered Freelancers,4G Coverage,MFS Agent Points
Khulna,Chuadanga,Chuadanga Sadar,352.09,318000,903,35,"Trade, Agriculture",71.0,131,43,8,19,73.5,3,5,16,105,224,85.1,243,39,566.8,61.7,45.8,77.5,9,21,66.0,52.6,Yes,Yes,Some,Yes,Some,No,44.8,71.4,62.9,Low,Yes,1,5.1,Very High,Very High,Low,Low,Very High,Partial,12,15,1,10.0,Constituency 247,2,4,21.2,0.656,Medium,29,15,Medium,146762,5.0,40.6,24.5,34.9,Some,75.5,6.0,Medium,95.2,37.6,65.0,40.0,35.9,73.6,52.7,Yes,27.3,Yes,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,5.02,41.6,43.4,15.0,18.8,56.4,74.2,LPG/Biomass,2.4,89.8,11.4,0.5,0.0,Bengali,Bengali (Standard),47.5,69.0,Medium,4,4,28.1,39,Partial,93
Khulna,Chuadanga,Damurhuda,293.64,218000,743,15,Agriculture,73.4,82,28,5,15,77.0,2,3,11,64,169,87.7,315,48,280.1,55.9,17.4,82.8,7,15,56.2,47.6,Yes,Yes,Some,Yes,Some,No,46.9,49.1,84.7,Low,Yes,0,6.7,Very High,Very High,Low,Low,Very High,Partial,9,11,1,9.0,Constituency 248,1,3,17.3,0.567,Medium,21,9,High,110934,4.7,53.7,21.2,25.1,No,86.4,9.6,Low,96.0,44.6,51.1,36.8,27.7,64.3,51.1,No,26.8,Yes,Yes,Yes,No,Yes,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.38,26.5,39.3,34.2,32.5,33.8,79.4,Biomass/Wood,3.4,85.3,14.0,0.4,0.2,Bengali,Bengali (Standard),30.2,64.2,Low,2,0,19.3,7,Limited,43
Khulna,Chuadanga,Jibannagar,203.18,168000,827,14,Agriculture,67.4,74,20,5,10,74.6,2,3,8,49,116,85.3,272,34,410.4,55.6,31.3,69.9,5,11,63.1,69.2,Yes,Yes,Some,Yes,Some,No,56.0,69.5,66.4,Medium,Yes,1,9.7,Very High,Very High,Low,Medium,Very High,Partial,8,7,0,,Constituency 249,1,2,20.5,0.622,Medium,14,7,Medium,79058,4.0,40.5,24.5,35.0,No,75.9,9.0,Medium,99.9,37.1,61.6,28.2,34.3,73.2,50.6,No,19.9,No,Yes,Yes,No,Yes,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.2,24.8,38.5,36.7,30.0,55.8,72.1,Biomass/Wood,2.8,93.1,12.3,0.6,0.0,Bengali,Bengali (Standard),31.4,42.1,Low,1,0,17.5,9,Limited,39
Khulna,Jessore,Abhaynagar,270.82,248000,916,18,"Agriculture, Industry",78.3,86,32,5,18,72.3,3,5,12,65,135,82.1,273,55,588.9,61.8,37.9,77.4,9,19,64.3,46.7,Yes,Yes,Some,Yes,Some,No,55.9,74.7,67.2,Low,Yes,1,9.6,Very High,Very High,Low,Medium,Very High,Partial,13,12,0,,Constituency 250,1,3,17.6,0.617,Low,15,9,High,114473,4.7,44.1,19.0,36.9,No,71.5,7.0,Medium,102.5,44.1,51.9,38.0,34.5,56.9,46.3,Partial,40.3,No,Yes,Yes,No,Partial,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.89,14.9,41.0,44.1,43.4,42.2,75.7,Biomass/Wood,2.0,94.0,9.3,0.4,0.0,Bengali,Bengali (Standard),37.2,60.6,Low,3,2,42.1,39,Partial,48
Khulna,Jessore,Bagherpara,334.68,248000,741,16,Agriculture,64.2,88,32,6,13,62.4,2,4,13,100,139,92.8,271,49,333.8,62.0,22.4,82.4,9,17,57.8,60.0,Yes,Yes,Some,Yes,Some,No,56.2,66.7,61.4,Medium,Yes,1,9.7,Very High,Very High,Low,Low,Very High,UDMCs,8,15,0,,Constituency 251,2,3,29.9,0.65,Medium,24,14,Medium,119218,2.8,51.7,15.8,32.5,No,78.0,6.9,Low,104.9,44.3,53.6,34.0,31.5,78.9,55.2,Partial,37.2,Yes,Yes,Yes,No,Partial,5,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.93,31.8,35.4,32.8,31.7,45.9,77.5,Biomass/Wood,3.6,92.2,6.8,0.3,0.6,Bengali,Bengali (Standard),45.1,65.8,Low,3,4,37.7,33,Partial,60
Khulna,Jessore,Chaugachha,293.67,248000,846,16,Agriculture,74.7,95,29,6,17,77.2,3,5,11,92,139,85.4,295,20,265.8,49.3,29.6,79.6,7,17,70.2,37.8,Yes,Yes,Some,Yes,Some,No,57.9,69.1,75.1,Low,Yes,1,8.4,Very High,Very High,Low,Medium,Very High,UDMCs,17,10,1,11.0,Constituency 252,1,3,35.8,0.623,Medium,8,8,Low,126362,5.1,54.4,13.1,32.5,No,73.5,9.5,Medium,95.1,46.9,59.1,33.2,29.3,72.6,51.5,Partial,12.6,No,Yes,Yes,No,Partial,4,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.45,13.1,32.0,54.9,39.5,49.3,80.0,Biomass/Wood,2.9,92.8,9.7,0.5,0.0,Bengali,Bengali (Standard),39.5,54.3,Low,3,5,15.5,31,Partial,47
Khulna,Jessore,Jessore Sadar,369.47,568000,1538,55,"Trade, Services, Industry",70.0,218,76,14,38,66.5,5,10,28,155,382,84.1,203,82,622.0,73.6,47.9,80.9,18,38,60.4,71.6,Yes,Yes,Some,Yes,Some,No,31.1,80.9,73.6,Low,Yes,3,6.5,Very High,Very High,Low,Medium,Very High,UDMCs,35,16,1,9.0,Constituency 253,2,6,19.3,0.643,Low,40,28,High,283960,5.3,30.4,25.4,44.2,Yes,66.3,4.9,Low,103.8,29.2,67.8,47.1,31.3,70.2,53.4,Yes,62.9,Yes,Yes,Yes,No,Yes,5,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.71,46.5,23.9,29.6,32.2,68.5,77.5,Gas/LPG,3.7,93.3,10.3,0.1,0.0,Bengali,Bengali (Standard),59.1,75.4,Medium,5,6,31.7,65,Full,117
Khulna,Jessore,Jhikargachha,334.26,298000,892,18,Agriculture,64.1,110,32,8,19,78.1,3,6,13,104,211,87.2,311,39,349.6,72.0,28.6,70.1,10,17,54.4,65.5,Yes,Yes,Some,Yes,Some,No,51.9,67.0,79.0,Medium,Yes,1,6.8,Very High,Very High,Low,Medium,Very High,Partial,11,11,1,13.0,Constituency 254,2,3,22.0,0.617,Medium,29,14,Medium,153758,4.1,45.2,19.7,35.1,No,86.7,8.7,Medium,105.3,46.0,52.7,35.1,34.0,63.8,53.9,Partial,34.3,No,Yes,Yes,No,Yes,5,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.29,16.4,34.0,49.6,38.9,51.9,80.6,Biomass/Wood,3.9,85.5,10.8,1.0,2.6,Bengali,Bengali (Standard),39.0,62.9,Low,4,4,25.7,2,Partial,83
Khulna,Jessore,Keshabpur,275.32,218000,792,15,Agriculture,64.4,80,25,5,17,77.7,2,3,11,77,119,80.8,300,45,595.3,60.3,29.4,68.5,6,17,59.1,52.8,Yes,Yes,Some,Yes,Some,No,51.5,70.7,74.4,Low,Yes,0,6.0,Very High,Very High,Low,Low,Very High,Partial,13,8,0,,Constituency 255,1,3,22.1,0.628,Low,8,8,Medium,104641,3.6,48.4,21.5,30.1,No,77.3,8.1,Low,97.6,35.7,62.5,34.4,34.2,67.4,51.9,No,11.6,Yes,Yes,Yes,No,Yes,5,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.05,26.1,33.3,40.6,33.8,54.5,80.3,Biomass/Wood,3.8,87.0,13.0,0.6,0.0,Bengali,Bengali (Standard),39.6,54.6,Low,2,0,28.3,30,Limited,59
Khulna,Jessore,Manirampur,384.7,348000,905,18,Agriculture,66.7,138,38,9,22,84.7,3,7,17,141,187,80.9,270,25,959.7,59.5,25.2,78.4,12,22,57.9,36.9,Yes,Yes,Some,Yes,Some,No,61.4,57.5,62.1,Low,Yes,1,5.9,Very High,Very High,Low,Medium,Very High,Partial,11,12,0,,Constituency 256,2,4,31.9,0.666,Low,20,11,Medium,164540,5.2,43.7,12.2,44.1,No,73.9,8.6,Low,94.0,40.0,55.8,34.7,34.0,69.0,49.2,Partial,16.5,No,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.24,38.6,39.1,22.3,39.1,48.1,81.2,Biomass/Wood,3.2,86.8,6.6,0.9,5.6,Bengali,Bengali (Standard),45.6,67.2,Low,5,8,35.4,51,Partial,70
Khulna,Jessore,Sharsha,344.82,358000,1038,22,"Agriculture, Trade",72.8,125,47,10,22,71.0,4,6,17,153,200,77.7,279,64,471.1,56.5,38.6,73.4,13,26,60.6,56.7,Yes,Yes,Some,Yes,Some,No,60.0,59.4,69.2,Medium,Yes,1,8.7,Very High,Very High,Low,Medium,Very High,UDMCs,22,16,1,18.0,Constituency 257,2,4,13.5,0.593,Medium,29,20,High,185452,5.1,45.3,18.5,36.2,Some,83.0,7.5,Medium,101.9,35.5,59.8,41.2,34.5,79.7,50.6,Partial,34.6,No,Yes,Yes,No,Yes,7,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.05,22.3,40.4,37.3,32.1,50.1,81.4,Biomass/Wood,2.3,93.3,9.9,0.4,0.0,Bengali,Bengali (Standard),58.3,65.7,Low,5,7,38.2,17,Partial,63
Khulna,Jhenaidah,Harinakunda,294.39,198000,673,15,Agriculture,67.4,80,27,5,14,75.0,2,3,9,82,106,90.4,307,47,261.8,62.7,28.7,70.0,7,14,57.8,51.6,Yes,Yes,Some,Yes,Some,No,63.2,66.4,77.5,Medium,Yes,0,12.9,Very High,Very High,Low,Low,Very High,Partial,7,13,1,14.0,Constituency 258,1,2,31.0,0.616,Low,7,8,Medium,94105,6.4,40.4,26.2,33.4,No,74.6,7.3,Medium,96.7,44.1,63.9,24.0,28.3,66.0,50.5,No,34.7,Yes,Yes,Yes,No,Partial,3,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.94,27.5,37.9,34.6,34.2,52.8,72.0,Biomass/Wood,3.3,91.0,11.3,0.9,0.0,Bengali,Bengali (Standard),49.5,46.8,Low,2,0,22.1,17,Limited,53
Khulna,Jhenaidah,Jhenaidah Sadar,474.27,458000,966,42,"Trade, Services, Agriculture",77.4,199,57,9,26,73.1,5,8,22,121,286,79.2,254,74,1178.5,70.2,39.1,79.1,16,36,37.6,41.7,Yes,Yes,Some,Yes,Some,No,38.6,83.0,66.5,Medium,Yes,2,3.9,Very High,Very High,Low,Low,Very High,UDMCs,19,18,1,13.0,Constituency 259,3,5,29.4,0.646,Medium,15,23,Medium,236756,4.7,39.3,30.4,30.3,Some,63.0,6.5,Medium,94.0,32.6,59.2,37.0,32.8,73.3,52.5,Yes,31.7,No,Yes,Yes,No,Yes,8,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.24,27.5,43.4,29.1,33.8,53.0,82.1,LPG/Biomass,2.1,85.8,9.0,0.1,5.0,Bengali,Bengali (Standard),45.2,71.3,Medium,7,10,17.6,115,Full,99
Khulna,Jhenaidah,Kaliganj,366.76,298000,813,18,Agriculture,73.2,102,37,7,22,80.6,4,5,15,106,228,87.1,269,51,537.2,56.5,32.9,74.5,11,19,70.5,56.6,Yes,Yes,Some,Yes,Some,No,55.6,71.9,66.1,Medium,Yes,2,8.3,Very High,Very High,Low,Medium,Very High,UDMCs,10,15,0,,Constituency 260,2,3,20.5,0.621,Low,12,14,Medium,148210,4.0,40.8,18.6,40.6,No,79.4,8.8,Low,97.8,38.5,58.2,37.7,25.0,67.7,51.9,Partial,37.0,Yes,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.92,20.1,36.2,43.7,23.5,48.7,78.9,Biomass/Wood,3.0,86.0,11.9,0.7,1.3,Bengali,Bengali (Standard),33.9,50.5,Low,3,4,20.3,20,Partial,78
Khulna,Jhenaidah,Kotchandpur,204.75,168000,821,16,Agriculture,63.2,58,19,5,12,71.4,2,2,8,48,96,87.1,313,25,425.6,56.9,20.3,70.8,6,12,66.4,76.2,Yes,Yes,Some,Yes,Some,No,52.5,68.3,71.8,Medium,Yes,0,6.4,Very High,Very High,Low,Low,Very High,UDMCs,4,8,1,14.0,Constituency 261,1,2,31.1,0.641,Low,14,6,Medium,77895,2.2,39.3,8.2,52.5,No,82.5,8.5,Low,95.8,45.1,52.7,37.4,32.3,65.5,52.1,Partial,20.8,No,Yes,Yes,No,Partial,3,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.91,19.5,39.3,41.2,33.4,45.5,74.3,Biomass/Wood,3.1,90.7,8.5,1.0,0.0,Bengali,Bengali (Standard),44.9,54.1,Low,2,1,24.1,26,Partial,38
Khulna,Jhenaidah,Maheshpur,413.09,298000,721,16,Agriculture,61.6,130,32,8,20,72.2,3,7,15,106,177,76.9,305,38,445.4,66.6,42.4,74.5,8,21,59.0,63.1,Yes,Yes,Some,Yes,Some,No,63.4,77.5,65.1,Low,Yes,1,11.8,Very High,Very High,Low,Medium,Very High,UDMCs,11,15,0,,Constituency 262,2,3,33.2,0.603,Low,17,14,Medium,147346,5.1,47.8,12.0,40.2,No,76.0,8.3,Medium,103.8,44.1,58.2,36.0,28.1,80.5,50.1,Partial,47.0,Yes,Yes,Yes,No,Yes,8,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.85,25.4,36.1,38.5,36.0,49.0,76.8,Biomass/Wood,3.5,85.9,11.2,0.7,2.1,Bengali,Bengali (Standard),49.1,62.4,Low,3,4,22.6,20,Partial,61
Khulna,Jhenaidah,Shailkupa,421.13,298000,708,16,Agriculture,62.7,113,41,8,20,75.9,3,7,16,89,202,82.0,290,49,343.4,63.8,31.4,68.7,10,23,46.0,54.0,Yes,Yes,Some,Yes,Some,No,53.0,64.5,63.9,Low,Yes,2,13.4,Very High,Very High,Low,Medium,Very High,UDMCs,12,14,0,,Constituency 263,2,3,19.7,0.611,Low,16,11,High,142921,4.5,53.3,22.8,23.9,No,78.6,9.9,Low,94.5,36.2,56.7,40.7,32.5,69.9,48.9,Partial,50.2,Yes,Yes,Yes,No,Partial,7,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.98,16.2,29.9,53.9,39.7,52.9,68.1,Biomass/Wood,2.9,87.1,11.9,0.8,0.1,Bengali,Bengali (Standard),42.4,52.9,Low,3,8,22.7,22,Partial,73
Khulna,Khulna,Batiaghata,373.94,198000,530,15,"Agriculture, Fishing",72.6,77,27,4,11,85.3,2,4,9,74,133,83.8,313,25,903.3,49.9,39.3,77.0,7,11,56.6,51.2,Yes,Yes,Some,Yes,Yes,No,53.0,64.7,65.6,Low,Yes,0,10.9,Very High,Very High,Low,Medium,Very High,UDMCs,13,14,0,,Constituency 264,2,2,17.8,0.596,Low,7,7,High,94005,2.3,42.4,18.6,39.0,No,74.5,9.5,Medium,102.7,44.7,55.6,37.4,32.8,60.4,48.0,No,13.7,Yes,Yes,Yes,No,Partial,7,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.83,14.4,47.1,38.5,32.8,57.0,75.4,Biomass/Wood,3.6,86.6,8.2,0.9,4.2,Bengali,Bengali (Standard),42.8,71.6,Low,3,0,32.1,22,Limited,41
Khulna,Khulna,Dacope,1443.5,168000,116,14,"Fishing, Agriculture",69.5,63,22,3,13,75.9,2,3,7,70,130,78.5,274,21,3560.4,58.7,25.7,69.4,6,11,56.7,62.6,Yes,Yes,Some,Yes,Yes,No,61.1,62.2,52.3,Low,Yes,1,8.8,Very High,Very High,Low,Low,Very High,UDMCs,6,65,0,,Constituency 265,9,2,25.9,0.609,Low,16,6,Medium,86226,4.7,51.6,7.4,41.0,No,82.6,9.3,Low,95.2,37.8,60.4,26.7,35.2,54.9,51.5,No,14.9,No,Yes,Yes,No,Partial,25,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.9,36.0,24.4,39.6,34.2,47.9,81.1,Biomass/Wood,3.1,93.5,10.3,0.7,0.0,Bengali,Bengali (Standard),40.3,58.2,Low,2,0,21.9,4,Limited,29
Khulna,Khulna,Dighalia,129.38,138000,1067,22,Agriculture,75.4,51,17,3,7,68.3,1,2,7,52,101,87.6,261,39,111.0,63.1,45.2,71.7,4,8,61.9,35.9,Yes,Yes,Some,Yes,Some,No,51.6,67.7,68.7,Medium,Yes,0,12.3,Very High,Very High,Low,Medium,Very High,UDMCs,8,5,0,,Constituency 266,1,2,22.3,0.652,Medium,7,5,Medium,63494,4.3,47.0,17.3,35.7,Some,77.6,9.5,Low,100.8,44.0,57.3,30.3,30.5,65.8,48.8,Partial,10.1,Yes,Yes,Yes,No,Yes,1,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.35,35.4,32.1,32.5,34.4,44.2,76.9,Biomass/Wood,2.7,85.2,11.5,0.6,2.6,Bengali,Bengali (Standard),49.3,38.9,Low,1,2,31.4,22,Partial,22
Khulna,Khulna,Dumuria,591.71,298000,504,16,Agriculture,66.8,119,33,8,17,79.4,3,5,14,125,229,84.9,279,47,1273.4,46.8,25.5,67.9,11,21,70.8,50.8,Yes,Yes,Some,Yes,Some,No,57.3,74.3,64.4,Low,Yes,1,12.2,Very High,Very High,Low,Low,Very High,UDMCs,21,24,1,17.0,Constituency 267,3,3,28.8,0.589,Medium,17,17,Medium,143684,5.6,43.7,16.9,39.4,No,80.5,9.2,Medium,102.5,41.0,59.5,33.9,34.4,73.7,48.1,Partial,31.1,Yes,Yes,Yes,No,Yes,10,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.42,19.8,29.3,50.9,32.3,52.6,73.9,Biomass/Wood,2.7,89.7,13.5,0.1,0.0,Bengali,Bengali (Standard),54.3,40.0,Low,4,8,21.6,43,Partial,81
Khulna,Khulna,Koyra,1695.61,168000,99,12,"Fishing, Agriculture",64.3,69,23,4,12,66.5,1,2,8,59,101,79.3,297,29,3239.3,57.2,34.0,79.4,5,11,46.0,37.5,Yes,Yes,Some,Yes,Yes,No,57.5,68.2,37.1,Medium,Yes,1,13.2,Very High,Very High,Low,Low,Very High,Partial,7,57,0,,Constituency 268,11,2,22.4,0.594,Low,14,5,Medium,79115,5.8,46.8,17.8,35.4,No,83.1,10.0,Medium,97.3,45.7,59.0,35.3,35.2,69.2,51.1,No,38.2,Yes,Yes,Yes,No,Partial,28,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.22,27.3,33.6,39.1,34.4,42.1,71.8,Biomass/Wood,2.1,89.3,10.0,0.8,0.0,Bengali,Bengali (Standard),51.8,51.4,Low,2,0,5.0,0,Limited,46
Khulna,Khulna,Khulna Sadar,59.57,858000,14400,92,"Trade, Industry, Port",81.0,357,109,22,63,81.5,9,15,44,261,615,81.5,135,45,105.7,90.7,65.3,88.6,31,63,24.1,39.2,Yes,Yes,Some,Yes,Some,No,20.0,77.8,86.4,Medium,Yes,2,0.7,Very High,Very High,Low,Low,Very High,Partial,33,4,1,15.0,Constituency 269,1,9,6.6,0.704,Low,38,50,High,409232,5.5,10.0,47.9,42.1,Yes,54.6,2.9,Medium,100.7,18.1,70.2,60.1,38.3,91.2,47.1,Yes,75.0,Yes,Yes,Yes,No,Yes,1,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.92,66.6,37.8,5.0,24.2,87.8,97.7,Gas/LPG,3.7,93.4,10.1,0.4,0.0,Bengali,Bengali (Standard),59.0,91.0,High,13,12,59.0,89,Full,220
Khulna,Khulna,Paikgachha,503.97,248000,492,15,"Shrimp, Agriculture",63.3,99,32,5,19,77.1,3,4,13,82,141,82.1,310,27,818.0,56.3,25.8,72.9,6,19,49.7,79.7,Yes,Yes,Some,Yes,Yes,No,42.9,74.5,52.4,Medium,Yes,0,10.1,Very High,Very High,Low,Medium,Very High,UDMCs,12,20,0,,Constituency 270,3,3,16.4,0.611,Medium,16,8,High,117057,5.7,56.2,13.0,30.8,No,76.7,8.8,Low,97.2,43.2,67.9,33.2,32.6,70.0,48.4,No,22.4,No,Yes,Yes,No,Yes,9,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.5,15.6,33.7,50.7,28.7,52.8,72.3,Biomass/Wood,3.3,93.2,9.8,0.2,0.0,Bengali,Bengali (Standard),42.8,66.8,Low,3,0,19.9,24,Limited,61
Khulna,Khulna,Phultala,73.27,138000,1884,35,"Industry, Agriculture",64.1,58,16,2,7,76.5,1,3,6,39,88,82.1,242,66,81.6,66.1,43.1,78.1,4,9,54.3,53.5,Yes,Yes,Some,Yes,Some,No,45.7,66.1,76.1,Medium,Yes,0,3.8,Very High,Very High,Low,Medium,Very High,UDMCs,8,4,1,10.0,Constituency 271,1,2,19.3,0.629,Low,6,5,High,65947,7.6,34.6,21.7,43.7,Yes,71.7,8.3,Medium,101.7,30.4,63.9,36.3,30.6,72.8,47.2,Yes,47.4,Yes,Yes,Yes,No,Yes,1,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.05,37.2,30.7,32.1,22.5,55.3,81.0,LPG/Biomass,2.7,86.3,6.8,0.3,6.5,Bengali,Bengali (Standard),55.6,75.1,Medium,2,2,27.7,6,Partial,31
Khulna,Khulna,Rupsha,112.8,248000,2199,45,"Industry, Trade",68.5,90,31,5,17,78.6,2,5,13,100,164,68.7,243,75,183.9,62.9,46.2,79.0,7,18,39.6,50.4,Yes,Yes,Some,Yes,Some,No,38.9,62.4,71.1,Low,Yes,0,7.7,Very High,Very High,Low,Low,Very High,UDMCs,12,4,1,15.0,Constituency 272,1,3,16.6,0.636,Medium,15,11,High,121934,3.5,35.8,29.3,34.9,Yes,71.8,6.8,Low,105.1,34.7,66.2,39.2,34.2,85.3,49.6,Yes,18.7,Yes,Yes,Yes,No,Yes,2,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.51,44.4,35.6,20.0,19.0,55.8,82.0,LPG/Biomass,3.7,87.9,13.4,0.4,0.0,Bengali,Bengali (Standard),43.3,52.9,Medium,3,5,40.9,97,Full,63
Khulna,Kushtia,Bheramara,162.24,198000,1220,28,"Industry, Agriculture",69.4,90,22,4,13,64.9,2,3,9,47,144,79.1,263,69,377.4,54.5,43.6,83.7,5,13,53.7,41.0,Yes,Yes,Some,Yes,Some,No,36.2,84.0,65.5,Medium,Yes,0,6.1,Very High,Very High,Low,Low,Very High,UDMCs,8,6,1,17.0,Constituency 273,1,2,11.8,0.623,Medium,12,6,High,101914,4.2,39.3,22.6,38.1,Some,63.9,7.9,Medium,95.5,40.4,57.4,28.8,29.3,69.2,51.8,Partial,38.1,Yes,Yes,Yes,No,Yes,2,"Rupsha, Bhairab, Passur, Kobadak",Mongla,5.0,25.7,36.1,38.2,46.8,52.5,84.4,LPG/Biomass,3.2,92.0,10.5,0.3,0.0,Bengali,Bengali (Standard),45.1,65.4,Low,2,4,30.2,10,Partial,44
Khulna,Kushtia,Daulatpur,389.76,298000,764,18,Agriculture,66.8,110,34,6,18,78.9,4,6,14,121,221,84.4,287,53,393.3,64.1,37.9,79.0,11,16,66.0,65.3,Yes,Yes,Some,Yes,Some,No,57.5,57.5,64.2,Medium,Yes,0,8.5,Very High,Very High,Low,Medium,Very High,UDMCs,19,12,0,,Constituency 274,2,3,24.8,0.58,Low,25,17,Medium,146850,5.3,34.1,19.6,46.3,No,78.1,10.2,Low,95.5,40.7,63.7,37.2,32.3,74.2,47.0,Partial,28.9,No,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.93,24.6,29.1,46.3,28.0,38.6,77.1,Biomass/Wood,2.7,90.4,10.5,0.3,0.0,Bengali,Bengali (Standard),42.1,64.4,Low,3,7,10.0,48,Partial,78
Khulna,Kushtia,Khoksa,127.13,168000,1321,20,"Agriculture, Industry",64.9,62,23,3,10,78.6,2,3,7,72,112,75.1,282,62,211.1,68.5,28.4,80.7,5,13,63.9,73.8,Yes,Yes,Some,Yes,Some,No,45.1,67.8,73.2,Medium,Yes,0,12.5,Very High,Very High,Low,Low,Very High,UDMCs,4,5,0,,Constituency 275,1,2,28.7,0.628,Low,14,7,Medium,78452,4.0,44.2,21.0,34.8,No,75.6,7.9,Low,99.3,43.8,59.5,29.7,29.9,81.6,50.9,Partial,37.9,Yes,Yes,Yes,No,Yes,2,"Rupsha, Bhairab, Passur, Kobadak",Mongla,4.31,37.4,27.4,35.2,31.2,56.9,84.8,Biomass/Wood,3.9,88.6,6.1,0.6,4.6,Bengali,Bengali (Standard),43.0,58.5,Low,1,2,28.7,14,Partial,39
Khulna,Kushtia,Kushtia Sadar,428.23,548000,1280,52,"Trade, Services, Industry",70.7,236,68,13,36,75.2,6,11,24,159,350,89.1,230,31,561.4,80.1,47.8,83.9,17,37,45.3,35.5,Yes,Yes,Some,Yes,Some,No,37.2,71.6,71.5,Low,Yes,3,6.0,Very High,Very High,Low,Medium,Very High,Partial,37,14,1,18.0,Constituency 276,2,6,22.5,0.638,Medium,40,27,Medium,270421,3.0,45.4,24.0,30.6,Yes,66.3,7.2,Low,100.9,28.7,63.0,38.4,35.0,82.3,49.0,Yes,10.1,No,Yes,Yes,No,Yes,6,"Rupsha, Bhairab, Passur, Kobadak",Mongla,3.92,36.0,31.3,32.7,29.1,50.9,80.8,Gas/LPG,2.6,90.3,11.2,0.0,0.0,Bengali,Bengali (Standard),49.2,64.7,Medium,7,15,43.6,144,Full,143
