Division,District,Thana / Police Station,Thana Type,Area (km²),Population,Density (/km²),Year Estd.,OC Rank,Annual FIRs,Annual GDs,Flood Risk,Officers,Constables,Vehicles,Outposts,Detection Rate (%),Lockup,Male Pop.,Female Pop.,Urban Pop. (%),Working Age Pop.,Literacy Rate (%),Avg. HH Size,Total Roads (km),Paved Road (%),Electricity (%),Internet Users (%),Mobile Banking (%),Bank Branches,Hospitals/Clinics,Primary Schools,Weekly Markets,4G Coverage,Total Crimes (annual),Murder Cases,Robbery Cases,Theft Cases,Narcotics Cases,GBV/VAW Cases,Human Trafficking Risk,Cyclone Risk,Drought Risk,EPZ Zone,Port/Ferry Terminal,Border/Land Port,Tourist Area,River Police,Ethnic Minority Area,Poverty Rate (%),Agriculture Workers (%),Industry Workers (%),Service Workers (%),Unemployment (%),E-Commerce Activity,Remittance Dependency
Khulna,Khulna,Paikgachha,Coastal,504,115978,230,1928,Inspector,195,524,Very High,25,84,3,6,67.2,0,63494,61824,18,75993,67.0,4.42,942.0,50.7,52.6,28.4,55.0,3,1,27,5,Partial,261,1,9,85,8,6,High,Very High,Medium,No,No,No,No,No,No,23.5,40.6,13.1,46.3,5.5,Low,Medium
Khulna,Khulna,Phultala,Industrial,73,65752,901,1965,Inspector,82,331,Very High,16,48,1,0,55.1,0,34024,31548,55,43230,69.1,4.62,114.3,51.2,62.9,51.4,73.1,1,0,19,3,Full,193,1,6,59,5,1,Low,Very High,Medium,No,No,No,No,No,No,8.3,34.4,35.2,30.4,5.3,Medium,Low
Khulna,Khulna,Rupsha,Industrial,113,132401,1172,1968,Inspector,117,699,Very High,23,68,2,1,64.1,0,67043,62245,55,80114,70.9,4.2,146.8,48.5,53.2,58.9,61.1,3,1,30,7,Full,342,1,10,104,10,3,Low,Very High,Medium,No,No,No,No,No,No,15.6,35.1,27.2,37.7,2.8,Medium,Low
Khulna,Khulna,Mongla Port,Industrial,280,69910,250,1960,Inspector,74,415,Very High,14,40,2,2,71.8,0,34156,33442,55,44032,74.1,4.9,240.9,66.6,60.4,37.6,87.9,1,0,23,4,Full,234,2,4,116,3,1,Low,Very High,Medium,No,Yes,No,No,No,No,14.2,29.6,33.3,37.1,3.0,Medium,Low
Khulna,Bagerhat,Bagerhat Sadar,Sadar,240,142556,594,1882,Inspector,202,730,Very High,30,107,3,1,65.1,1,81102,77923,45,94111,67.4,3.75,523.8,60.2,61.2,51.7,61.3,5,1,39,8,Full,366,3,6,150,7,5,Low,Very High,Medium,No,No,No,No,No,No,23.4,26.6,23.1,50.3,5.9,Medium,Medium
Khulna,Bagerhat,Chitalmari,Rural,198,68075,344,1932,Inspector,91,276,Very High,18,43,2,1,52.1,0,34826,32594,12,40871,69.0,5.0,149.0,54.5,63.0,28.2,70.3,1,0,18,4,Limited,106,2,4,34,4,2,Medium,Very High,Medium,No,No,No,No,No,No,26.6,44.4,5.3,50.3,2.3,Low,Medium
Khulna,Bagerhat,Fakirhat,Rural,195,67237,345,1935,Inspector,102,294,Very High,16,48,2,2,77.7,0,37492,35402,12,44192,62.0,4.95,302.1,30.8,51.7,26.5,58.9,1,0,19,3,Limited,131,2,6,57,5,1,Low,Very High,Medium,No,No,No,No,No,No,24.3,53.9,11.5,34.6,5.5,Low,Low
Khulna,Bagerhat,Kachua,Rural,323,107668,333,1932,Inspector,101,516,Very High,26,59,4,2,45.8,0,51741,49510,12,61329,72.4,4.65,424.3,57.3,56.3,28.5,50.1,3,0,32,7,Limited,212,3,7,83,7,2,Medium,Very High,Medium,No,No,No,No,No,No,24.7,37.2,14.8,48.0,5.4,Low,Low
Khulna,Bagerhat,Mollahat,Rural,253,81936,324,1935,Inspector,140,434,Very High,17,53,1,2,63.4,0,42759,41744,12,54874,61.3,4.99,494.8,26.6,47.4,13.5,56.1,2,0,26,3,Limited,155,1,5,48,6,2,Low,Very High,Medium,No,No,No,No,No,Yes,25.9,49.2,29.8,21.0,3.3,Low,Medium
Khulna,Bagerhat,Mongla,Industrial,1956,71939,37,1960,Inspector,123,352,Very High,14,40,2,14,58.5,0,33275,33013,55,42165,75.7,3.59,3927.8,41.0,69.1,41.7,77.2,2,0,18,4,Full,204,0,6,101,4,1,Low,Very High,Medium,No,No,No,No,No,No,11.8,28.9,34.9,36.2,5.4,Medium,Low
Khulna,Bagerhat,Morrelganj,Coastal,496,126664,255,1928,Inspector,130,665,Very High,23,92,3,5,67.6,0,58803,55743,18,68597,69.4,4.33,621.8,50.8,52.6,23.5,54.9,2,1,35,7,Partial,315,3,3,133,12,3,High,Very High,Medium,No,No,No,No,No,Yes,21.8,49.1,20.9,30.0,5.0,Low,Medium
Khulna,Bagerhat,Rampal,Rural,339,79281,234,1938,Inspector,80,393,Very High,18,56,2,2,70.6,0,42387,43830,12,52611,70.1,3.99,641.0,47.8,51.4,28.8,68.7,2,0,24,5,Limited,168,1,5,53,7,4,Low,Very High,Medium,No,No,No,No,No,No,41.4,49.4,9.0,41.6,3.5,Low,Medium
Khulna,Bagerhat,Sarankhola,Coastal,378,76025,201,1935,Inspector,116,384,Very High,13,34,1,5,44.5,0,38222,38694,18,47833,66.9,3.78,322.8,48.9,51.6,22.4,64.1,1,0,18,3,Partial,171,1,4,69,6,1,High,Very High,Medium,No,No,No,No,No,No,28.5,44.6,5.7,49.7,3.1,Low,Medium
Khulna,Bagerhat,Mongla EPZ,Industrial,22,27094,1232,1998,Sub-Inspector,50,200,Very High,8,19,1,0,76.3,0,14957,14028,55,17982,77.9,4.43,34.7,64.4,66.6,37.4,65.8,0,0,8,2,Full,80,0,1,28,1,1,Low,Very High,Medium,Yes,No,No,No,No,No,19.8,36.5,41.2,22.3,8.2,Medium,Low
Khulna,Bagerhat,Bagerhat Model,Sadar,18,34996,1944,2010,Sub-Inspector,50,200,Very High,8,24,1,0,76.5,1,18811,18822,45,21860,71.7,4.74,17.8,51.5,69.7,35.4,54.2,0,0,9,2,Full,109,0,2,47,1,1,Low,Very High,Medium,No,No,No,No,No,No,19.1,34.7,19.4,45.9,3.5,Medium,Low
Khulna,Jessore,Jessore Kotwali,City,85,289523,3406,1875,Inspector,363,1691,Very High,63,175,9,0,55.6,1,146924,143187,70,187019,70.0,3.84,150.4,63.4,74.3,57.3,63.7,7,3,89,16,Full,831,10,22,359,20,7,Medium,Very High,Medium,No,No,No,No,No,No,8.5,31.1,36.1,32.8,4.1,High,Medium
Khulna,Jessore,Abhaynagar,Industrial,271,127290,470,1928,Inspector,119,613,Very High,22,63,2,2,52.9,0,64279,66048,55,77710,69.0,4.74,543.9,69.9,77.4,41.6,70.8,2,1,36,6,Full,324,2,11,130,4,6,Low,Very High,Medium,No,No,No,No,No,No,18.8,27.6,35.6,36.8,3.0,Medium,Medium
Khulna,Jessore,Bagherpara,Rural,335,126824,379,1932,Inspector,205,693,Very High,24,93,2,3,61.4,0,59174,57502,12,75278,71.7,5.12,442.1,41.8,56.3,19.1,55.2,4,1,36,6,Limited,221,2,10,74,7,6,Low,Very High,Medium,No,No,No,No,No,No,27.9,55.5,16.5,28.0,6.3,Low,Low
Khulna,Jessore,Chaugachha,Rural,294,132265,450,1932,Inspector,226,761,Very High,32,78,4,3,92.0,0,68201,67691,12,79933,67.4,3.95,245.2,28.8,61.0,25.5,49.2,3,1,43,8,Limited,193,2,11,94,4,5,Low,Very High,Medium,No,No,No,No,No,No,38.5,55.8,13.2,31.0,4.8,Low,Low
Khulna,Jessore,Jhikargachha,Border,334,145409,435,1930,Inspector,146,759,Very High,35,81,5,3,60.3,0,79832,78037,22,102481,64.6,5.03,298.9,47.7,71.6,30.9,62.4,5,1,43,7,Partial,471,2,15,222,9,3,High,Very High,Medium,No,No,Yes,No,No,No,20.0,41.9,28.4,29.7,5.0,Low,Medium
Khulna,Jessore,Keshabpur,Rural,275,111623,406,1935,Inspector,136,603,Very High,30,64,3,1,53.4,0,56048,52342,12,67602,63.8,5.01,320.9,46.3,57.1,23.7,56.6,3,1,29,8,Limited,163,2,5,78,3,2,Medium,Very High,Medium,No,No,No,No,No,No,28.3,69.5,11.3,19.2,4.5,Low,Medium
Khulna,Jessore,Manirampur,Rural,385,181426,471,1928,Inspector,300,951,Very High,32,141,3,3,63.4,0,92564,88674,12,116555,71.9,4.65,408.2,31.7,57.5,21.5,52.6,4,2,61,11,Limited,269,2,4,98,12,5,Low,Very High,Medium,No,No,No,No,No,No,19.2,58.8,21.5,19.7,5.8,Low,Low
Khulna,Jessore,Sharsha,Border,345,184678,535,1928,Inspector,245,966,Very High,33,96,3,5,64.5,0,85585,88481,22,105408,66.8,4.3,263.3,46.6,66.5,25.9,56.0,4,1,48,10,Partial,817,4,15,308,5,6,High,Very High,Medium,No,No,Yes,No,No,No,25.2,51.8,15.3,32.9,5.2,Low,Low
Khulna,Jessore,Benapole Land Port,Border,25,37089,1484,1980,Inspector,63,200,Very High,8,24,1,0,46.7,0,19152,18660,22,23135,60.9,4.22,46.7,41.4,63.9,30.4,60.2,1,0,8,2,Partial,113,1,1,46,2,1,High,Very High,Medium,No,Yes,Yes,No,No,No,23.0,49.7,18.0,32.3,2.8,Low,Low
Khulna,Jessore,Jessore Cantonment,Metropolitan,18,41571,2310,1971,Inspector,59,227,Very High,8,19,1,0,63.5,1,19962,18740,90,24260,76.9,3.37,34.4,76.0,83.2,59.6,79.3,1,0,13,2,Full,143,1,3,70,1,2,Low,Very High,Medium,No,No,No,No,No,No,9.4,18.9,41.5,39.6,3.6,High,Low
Khulna,Jhenaidah,Jhenaidah Sadar,City,155,214828,1386,1882,Inspector,249,901,Very High,57,182,9,1,60.1,1,112291,114299,70,144307,72.2,3.69,277.3,77.2,86.3,62.6,77.1,4,2,60,13,Full,879,3,14,319,17,6,Medium,Very High,Medium,No,No,No,No,No,No,15.5,16.0,30.2,53.8,5.1,High,Medium
Khulna,Jhenaidah,Harinakunda,Rural,294,101775,346,1932,Inspector,158,538,Very High,22,69,3,2,64.7,0,46532,46391,12,57336,65.6,4.19,439.0,45.6,59.1,22.7,46.3,3,0,29,5,Limited,175,3,3,84,7,1,Low,Very High,Medium,No,No,No,No,No,Yes,20.9,50.4,18.8,30.8,5.4,Low,Low
Khulna,Jhenaidah,Kaliganj,Rural,367,143173,390,1930,Inspector,180,693,Very High,27,115,3,2,81.0,0,78569,80431,12,95061,62.9,4.62,454.0,37.7,55.9,39.9,48.6,3,1,41,8,Limited,299,1,13,120,9,6,Low,Very High,Medium,No,No,No,No,No,No,22.0,50.7,13.6,35.7,5.1,Low,Low
Khulna,Jhenaidah,Kotchandpur,Rural,205,81634,398,1935,Inspector,116,384,Very High,25,57,2,1,71.1,0,39640,37880,12,49057,67.2,4.2,438.3,51.8,49.3,22.4,55.7,2,0,22,4,Limited,175,2,5,58,4,3,Low,Very High,Medium,No,No,No,No,No,Yes,19.0,37.5,9.9,52.6,4.8,Low,Low
Khulna,Jhenaidah,Maheshpur,Rural,413,139739,338,1928,Inspector,129,571,Very High,34,98,5,3,38.5,0,73695,75605,12,93646,66.5,5.07,406.4,39.1,55.6,34.0,59.3,3,1,50,9,Limited,329,1,13,137,14,5,Low,Very High,Medium,No,No,No,No,No,No,18.3,43.5,19.6,36.9,4.0,Low,Low
Khulna,Jhenaidah,Shailkupa,Rural,421,156328,371,1930,Inspector,214,698,Very High,44,94,6,5,59.5,0,79206,77546,12,97451,66.6,4.16,769.5,33.3,58.8,34.2,59.2,5,1,44,8,Limited,292,4,12,137,6,4,Medium,Very High,Medium,No,No,No,No,No,No,17.2,40.3,12.8,46.9,5.3,Low,Low
Khulna,Jhenaidah,Halidhani,Rural,115,48641,423,2005,Sub-Inspector,76,234,Very High,13,31,1,0,70.5,0,25332,24802,12,31952,67.7,3.85,93.1,35.3,54.2,25.0,50.0,1,0,18,2,Limited,101,1,3,33,3,1,Low,Very High,Medium,No,No,No,No,No,No,19.9,48.9,18.2,32.9,4.9,Low,Medium
Khulna,Jhenaidah,Jhenaidah Model,City,20,44188,2209,2015,Sub-Inspector,53,213,Very High,8,25,1,0,75.7,1,22078,22568,70,28607,66.4,3.73,31.4,59.1,67.2,50.0,81.0,1,0,13,3,Full,181,0,4,75,2,2,Low,Very High,Medium,No,No,No,No,No,No,8.2,19.0,34.2,46.8,4.4,High,Low
Khulna,Kushtia,Kushtia Sadar,City,145,252377,1741,1882,Inspector,381,1484,Very High,59,185,6,1,41.6,1,126679,129303,70,161367,71.3,4.61,178.1,67.6,63.9,46.2,76.2,7,3,76,12,Full,763,3,11,261,23,5,Medium,Very High,Medium,No,No,No,No,No,No,23.2,21.4,30.1,48.5,5.0,High,Medium
Khulna,Kushtia,Bheramara,Industrial,162,91130,563,1930,Inspector,106,472,Very High,28,56,4,1,57.1,0,51137,47457,55,59672,71.4,4.06,239.6,52.9,67.4,46.0,71.6,2,1,33,7,Full,315,2,6,149,3,3,Low,Very High,Medium,No,No,No,No,No,No,27.7,27.4,34.7,37.9,4.3,Medium,Low
Khulna,Kushtia,Daulatpur Kus,Rural,390,150763,387,1928,Inspector,196,816,Very High,34,127,3,3,68.6,0,70572,69620,12,87558,67.5,4.17,541.1,41.8,55.9,37.6,49.2,3,1,37,8,Limited,213,4,10,101,9,4,Low,Very High,Medium,No,No,No,No,No,Yes,32.5,37.7,18.3,44.0,6.7,Low,Low
Khulna,Kushtia,Khoksa,Industrial,127,85832,676,1935,Inspector,134,468,Very High,18,63,1,1,63.8,0,43385,42567,55,56199,71.4,4.35,134.5,51.0,71.2,41.8,73.4,2,0,22,4,Full,251,1,5,107,4,5,Low,Very High,Medium,No,No,No,No,No,No,9.2,34.7,18.6,46.7,4.9,Medium,Medium
Khulna,Kushtia,Kumarkhali,Industrial,263,137680,523,1928,Inspector,121,594,Very High,36,95,4,3,36.4,0,82526,80903,55,94951,68.9,4.11,225.3,43.3,65.0,27.6,66.2,5,1,43,9,Full,541,4,11,268,13,5,Low,Very High,Medium,No,No,No,No,No,No,18.4,36.7,28.0,35.3,6.3,Medium,Medium
Khulna,Kushtia,Mirpur Kus,Rural,286,136543,477,1932,Inspector,223,812,Very High,25,99,2,3,54.4,0,60287,57669,12,75484,67.8,4.31,203.3,31.5,58.3,22.9,57.0,4,1,43,8,Limited,216,1,5,97,6,4,Low,Very High,Medium,No,No,No,No,No,No,27.2,57.5,16.5,26.0,6.0,Low,Low
Khulna,Kushtia,Hardinge Bridge,Industrial,12,20631,1719,1998,Sub-Inspector,50,200,Very High,8,15,1,0,58.3,0,10112,9950,55,13108,78.0,4.63,10.0,60.6,68.3,46.3,72.3,0,0,5,1,Full,64,0,1,21,1,0,Low,Very High,Medium,No,No,No,No,No,No,15.2,30.7,30.3,39.0,5.8,Medium,Low
Khulna,Kushtia,Lalon Shah Border,Border,18,22129,1229,2005,Sub-Inspector,50,200,Very High,8,16,1,0,64.6,0,11075,10945,22,14457,64.5,4.06,16.4,31.0,60.4,27.5,72.3,0,0,8,1,Partial,93,0,0,33,1,0,High,Very High,Medium,No,No,Yes,No,No,No,23.4,53.1,24.5,22.4,5.7,Low,Medium
Khulna,Chuadanga,Chuadanga Sadar,Border,175,154444,883,1882,Inspector,254,877,Very High,42,110,4,2,50.8,0,77290,78688,22,101873,70.1,4.86,292.3,55.9,50.3,20.5,64.2,4,1,45,10,Partial,604,2,11,273,9,3,High,Very High,Medium,No,No,Yes,No,No,No,16.3,44.6,22.2,33.2,4.5,Low,Low
Khulna,Chuadanga,Alamdanga,Rural,348,133652,384,1930,Inspector,232,702,Very High,33,105,5,4,80.1,0,57085,57067,12,73445,63.9,4.69,573.2,25.1,73.3,22.2,46.1,3,1,35,8,Limited,178,1,12,62,5,6,Low,Very High,Medium,No,No,No,No,No,No,22.6,53.4,14.1,32.5,5.0,Low,Low
Khulna,Chuadanga,Damurhuda,Border,294,110806,377,1928,Inspector,150,502,Very High,27,58,3,3,61.5,0,49769,51587,22,65275,66.2,5.06,482.3,47.6,58.0,45.0,57.3,2,1,27,6,Partial,472,3,9,192,9,3,High,Very High,Medium,No,No,Yes,No,No,No,32.3,63.1,27.2,10.0,6.6,Low,Low
Khulna,Chuadanga,Jibannagar,Rural,203,92235,454,1935,Inspector,152,382,Very High,16,64,2,2,64.8,0,39385,40528,12,47431,59.7,4.0,361.0,34.5,64.1,14.9,65.0,2,0,25,4,Limited,146,3,4,56,5,1,Low,Very High,Medium,No,No,No,No,No,No,23.7,49.4,14.0,36.6,3.9,Low,Low
Khulna,Chuadanga,Chuadanga Border,Border,22,20323,924,2000,Sub-Inspector,50,200,Very High,8,15,1,0,36.4,0,10412,9772,22,12576,70.3,4.07,30.3,35.6,49.0,20.9,67.0,0,0,5,1,Partial,73,0,1,24,0,0,High,Very High,Medium,No,No,Yes,No,No,No,23.5,41.1,16.0,42.9,5.1,Low,Medium
Khulna,Chuadanga,Darshana ICT,Border,15,14579,972,2005,Sub-Inspector,50,200,Very High,8,15,1,0,57.4,0,6898,6790,22,8899,72.4,4.64,27.1,36.4,57.6,26.0,61.9,0,0,4,1,Partial,46,0,0,16,1,0,High,Very High,Medium,No,No,Yes,No,No,No,20.3,43.0,15.7,41.3,5.9,Low,Low
Khulna,Magura,Magura Sadar,Sadar,218,169216,776,1882,Inspector,179,1008,Very High,47,127,5,2,59.3,1,92001,85674,45,111676,70.5,4.59,307.6,53.5,69.2,50.0,57.7,3,2,53,10,Full,459,5,10,225,8,4,Low,Very High,Medium,No,No,No,No,No,No,23.3,39.2,32.4,28.4,6.1,Medium,Low
Khulna,Magura,Mohammadpur,Rural,255,98508,386,1932,Inspector,129,524,Very High,18,58,2,2,75.4,0,54273,54087,12,64029,67.0,3.81,335.5,34.3,63.3,32.8,49.5,2,0,28,6,Limited,178,4,8,55,10,5,Low,Very High,Medium,No,No,No,No,No,No,26.0,53.5,14.3,32.2,4.6,Low,Low
Khulna,Magura,Shalikha,Rural,192,74647,389,1935,Inspector,82,436,Very High,15,45,2,2,58.8,0,40636,40462,12,51630,68.8,4.97,301.3,25.8,56.1,34.1,62.6,1,0,21,3,Limited,159,1,7,68,5,2,Medium,Very High,Medium,No,No,No,No,No,No,18.9,63.9,6.7,29.4,3.8,Low,Medium
Khulna,Magura,Sreepur,Rural,208,80060,385,1938,Inspector,76,450,Very High,17,43,1,1,49.2,0,39734,40688,12,49327,62.3,4.21,456.7,36.2,57.8,10.5,68.9,2,0,26,3,Limited,128,1,7,63,4,1,Low,Very High,Medium,No,No,No,No,No,No,26.8,60.7,14.9,24.4,4.5,Low,Low
Khulna,Magura,Magura Model,Sadar,18,43916,2440,2010,Sub-Inspector,74,200,Very High,8,27,1,0,66.3,1,18910,17780,45,21606,71.5,4.21,34.8,60.6,70.1,47.9,73.2,1,0,10,2,Full,108,0,3,49,3,1,Medium,Very High,Medium,No,No,No,No,No,No,20.3,32.9,31.2,35.9,3.1,Medium,Low
Khulna,Magura,Binarpota,Rural,115,54917,478,2015,Sub-Inspector,58,271,Very High,10,26,1,1,52.7,0,26147,25201,12,31124,63.9,4.3,154.9,43.4,50.1,21.1,65.0,1,0,13,3,Limited,68,1,1,33,4,2,Low,Very High,Medium,No,No,No,No,No,No,25.1,46.1,20.6,33.3,4.9,Low,Low
Khulna,Meherpur,Meherpur Sadar,Border,145,121331,837,1882,Inspector,135,702,Very High,22,70,2,1,64.0,0,58583,59178,22,74032,63.4,4.38,128.9,37.1,64.4,41.3,64.8,3,1,38,5,Partial,504,1,3,231,9,3,High,Very High,Medium,No,No,Yes,No,No,No,26.8,48.9,11.1,40.0,4.2,Low,Low
Khulna,Meherpur,Gangni,Border,292,107431,368,1928,Inspector,123,484,Very High,30,66,4,2,67.1,0,54298,55596,22,64094,72.2,3.76,313.6,44.1,66.9,39.5,55.5,3,1,34,6,Partial,399,3,7,127,5,1,High,Very High,Medium,No,No,Yes,No,No,No,23.6,41.5,26.4,32.1,3.1,Low,Low
Khulna,Meherpur,Mujibnagar,Border,87,41952,482,1971,Sub-Inspector,66,201,Very High,8,30,1,0,58.8,0,19390,18145,22,22280,68.4,3.93,64.2,30.2,66.1,31.3,62.7,1,0,11,2,Partial,180,0,2,82,3,0,High,Very High,Medium,No,No,Yes,No,No,No,23.5,55.9,21.3,22.8,5.1,Low,Medium
Khulna,Meherpur,Meherpur Border,Border,18,16202,900,2000,Sub-Inspector,50,200,Very High,8,15,1,0,56.4,0,8827,8670,22,11325,63.8,5.06,16.8,35.4,57.8,38.8,58.0,0,0,4,1,Partial,54,0,0,20,1,0,High,Very High,Medium,No,No,Yes,No,No,No,25.7,43.5,16.5,40.0,3.2,Low,Medium
Khulna,Meherpur,Meherpur Model,Border,15,31641,2109,2015,Sub-Inspector,50,200,Very High,8,15,1,0,68.0,0,14022,13503,22,16533,74.1,4.6,10.9,39.6,51.3,22.0,66.1,0,0,9,1,Partial,144,0,2,50,1,1,High,Very High,Medium,No,No,Yes,No,No,No,28.0,52.0,12.3,35.7,3.6,Low,Low
Khulna,Narail,Narail Sadar,Sadar,183,153316,838,1882,Inspector,190,695,Very High,37,108,5,2,36.1,1,70585,68849,45,86084,68.7,4.58,178.4,64.4,58.7,36.1,74.0,3,1,45,7,Full,492,2,15,218,8,4,Low,Very High,Medium,No,No,No,No,No,No,23.2,42.2,27.5,30.3,4.5,Medium,Low
Khulna,Narail,Kalia,Rural,296,122523,414,1930,Inspector,166,535,Very High,24,69,3,3,75.7,0,68210,66943,12,85900,68.4,3.87,482.1,42.2,36.1,25.6,62.4,4,1,32,7,Limited,217,3,9,107,10,5,Low,Very High,Medium,No,No,No,No,No,No,32.3,48.0,12.4,39.6,5.2,Low,Medium
Khulna,Narail,Lohagara,Rural,264,96301,365,1932,Inspector,149,390,Very High,27,73,2,1,61.0,0,51837,50588,12,63969,65.1,4.62,378.2,25.3,52.8,15.3,63.7,3,0,31,5,Limited,235,2,9,111,5,1,Medium,Very High,Medium,No,No,No,No,No,Yes,25.0,54.1,14.7,31.2,4.6,Low,Medium
Khulna,Narail,Narail Model,Sadar,18,35538,1974,2010,Sub-Inspector,50,200,Very High,8,21,1,0,41.8,1,18204,17338,45,22242,71.4,4.75,30.7,58.6,70.5,48.7,61.3,0,0,9,1,Full,79,1,1,24,2,1,Low,Very High,Medium,No,No,No,No,No,No,22.8,30.9,21.8,47.3,5.2,Medium,Medium
Khulna,Narail,Narail River,River,25,22910,916,2015,Sub-Inspector,50,200,Very High,8,18,1,0,66.9,0,11992,11684,14,15477,68.1,5.09,50.0,44.4,57.1,21.0,55.9,0,0,6,1,Limited,46,0,2,22,1,1,Low,Very High,Medium,No,No,No,No,Yes,No,28.1,50.3,17.4,32.3,3.5,Low,Medium
Khulna,Satkhira,Satkhira Sadar,Border,232,219685,947,1882,Inspector,353,1195,Very High,59,153,5,2,53.0,0,111552,112614,22,146242,73.0,4.15,425.4,38.4,59.7,29.8,50.6,6,2,58,14,Partial,1114,5,13,353,21,13,High,Very High,Medium,No,No,Yes,No,No,No,12.5,44.2,14.5,41.3,4.6,Low,Medium
Khulna,Satkhira,Assasuni,Coastal,430,114638,267,1928,Inspector,109,660,Very High,30,72,4,4,66.3,0,57479,57362,18,67052,69.8,4.68,715.1,23.9,64.9,32.5,60.6,4,1,33,5,Partial,228,2,13,71,9,5,High,Very High,Medium,No,No,No,No,No,No,26.2,50.9,19.2,29.9,6.7,Low,Low
Khulna,Satkhira,Debhata,Border,286,86434,302,1932,Inspector,104,454,Very High,18,69,2,3,72.6,0,46678,44420,22,55431,67.9,4.56,616.8,45.6,56.8,32.8,62.9,2,1,27,5,Partial,271,3,4,98,5,1,High,Very High,Medium,No,No,Yes,No,No,No,22.0,40.1,18.7,41.2,7.2,Low,Low
Khulna,Satkhira,Kalaroa,Rural,357,138473,388,1930,Inspector,216,717,Very High,43,119,5,5,45.5,0,79754,78990,12,100963,70.5,4.1,611.6,50.2,49.7,23.2,40.5,5,1,43,9,Limited,296,3,6,99,6,4,Low,Very High,Medium,No,No,No,No,No,No,26.4,46.1,11.5,42.4,4.2,Low,Low
Khulna,Satkhira,Kaliganj Sat,Coastal,430,118502,276,1930,Inspector,186,647,Very High,27,104,4,4,64.7,0,60048,57293,18,77441,70.1,4.03,722.0,39.1,60.4,28.4,54.4,3,1,32,7,Partial,309,4,7,148,5,3,High,Very High,Medium,No,No,No,No,No,No,28.1,56.3,10.0,33.7,6.1,Low,Medium
Khulna,Satkhira,Shyamnagar,Coastal,1768,102660,58,1918,Inspector,111,445,Very High,26,57,3,17,35.0,0,55350,54602,18,65982,71.6,4.92,3038.3,35.7,66.2,28.5,59.0,3,1,30,6,Partial,194,1,3,84,5,4,High,Very High,Medium,No,No,No,No,No,No,26.2,46.8,13.0,40.2,5.2,Low,Low
Khulna,Satkhira,Tala,Rural,320,134836,421,1932,Inspector,169,632,Very High,28,92,3,2,51.2,0,59327,58764,12,70112,62.0,4.25,201.6,39.3,46.5,15.3,71.3,2,1,32,6,Limited,206,4,4,69,11,3,Medium,Very High,Medium,No,No,No,No,No,No,31.0,45.2,12.4,42.4,4.0,Low,Medium
Khulna,Satkhira,Bhomra Land Port,Border,18,18459,1026,1998,Sub-Inspector,50,200,Very High,8,15,1,0,55.2,0,9829,10114,22,12431,65.0,3.94,16.4,45.6,56.4,24.8,36.1,0,0,6,1,Partial,54,0,0,20,1,1,High,Very High,Medium,No,Yes,Yes,No,No,No,23.4,53.9,18.6,27.5,6.2,Low,Low
Khulna,Satkhira,Sundarban,Coastal,35,9446,270,2005,Sub-Inspector,50,200,Very High,8,15,1,0,71.9,0,4752,4539,18,5532,68.8,4.37,35.0,46.0,57.0,27.2,50.3,0,0,2,1,Partial,21,0,0,7,0,0,High,Very High,Medium,No,No,No,No,No,No,20.2,55.1,17.3,27.6,6.9,Low,Low
Mymensingh,Mymensingh,Mymensingh Kotwali,City,105,370192,3526,1875,Inspector,462,1941,High,75,265,11,1,63.4,1,208815,198837,70,266865,64.1,4.49,169.7,76.9,82.0,50.5,76.4,12,4,129,26,Full,1312,8,13,561,20,7,Medium,Low,Low,No,No,No,No,No,Yes,19.7,22.7,35.5,41.8,2.1,High,Low
Mymensingh,Mymensingh,Mymensingh Sadar,Sadar,145,248724,1715,1982,Inspector,290,1110,High,61,151,5,1,54.9,1,106816,104557,45,124625,70.7,4.49,269.9,52.9,66.4,27.7,64.5,5,3,63,17,Full,540,4,10,212,23,8,Medium,Low,Low,No,No,No,No,No,Yes,30.2,39.1,22.8,38.1,4.9,Medium,Low
Mymensingh,Mymensingh,Bhaluka,Industrial,351,242140,690,1930,Inspector,367,1035,High,43,147,5,3,62.7,0,105323,106579,55,135849,66.8,3.66,738.1,55.6,70.9,39.9,47.6,7,2,57,11,Full,789,7,10,294,12,7,Low,Low,Low,No,No,No,No,No,No,18.1,32.9,28.4,38.7,4.0,Medium,Medium
Mymensingh,Mymensingh,Dhobaura,Border,225,78093,347,1940,Inspector,73,370,High,14,48,1,3,79.4,0,38876,38797,22,50625,71.5,4.33,329.1,36.0,55.4,29.6,59.3,3,1,27,5,Partial,363,1,8,158,7,2,High,Low,Low,No,No,Yes,No,No,No,22.7,48.8,21.8,29.4,6.1,Low,Low
Mymensingh,Mymensingh,Fulbaria,Rural,349,161424,463,1928,Inspector,143,825,High,53,143,5,2,92.0,0,86173,87058,12,107375,57.9,4.82,634.0,41.5,61.7,21.6,73.0,5,2,40,10,Limited,260,3,12,106,14,4,Low,Low,Low,No,No,No,No,No,No,35.0,54.3,18.7,27.0,4.6,Low,Low
Mymensingh,Mymensingh,Gaffargaon,Rural,345,214331,621,1928,Inspector,296,1255,High,39,119,3,2,57.5,0,105788,104506,12,135469,61.3,4.19,476.3,44.3,56.6,29.3,56.7,7,2,58,12,Limited,315,8,7,121,19,5,Low,Low,Low,No,No,No,No,No,Yes,27.2,48.6,20.9,30.5,5.5,Low,Medium
